Year;Sort;Destination;Total;Other North;Other South;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Virgin Islands, British;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cape Verde;Cambodia;Cameroon;Canada;Caribbean Netherlands;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo (Brazzaville);Cook Islands;Costa Rica;Ivory Coast;Croatia;Cuba;Curacao;Cyprus;Czech Republic;North Korea;Congo (Kinshasa);Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See (Vatican City State);Honduras;Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia;Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;South Korea;Moldova;Reunion;Romania;Russia;Rwanda;Saint Helena, Ascension and Tristan da Cunha;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;Palestinian Territories;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Macedonia;Thailand;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;United States;Virgin Islands, British;Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;Wallis and Futuna;Yemen;Zambia;Zimbabwe
2010;2010177;Belgium;1119256;49575;33051;2040;3874;8939;..;..;2425;..;..;470;5138;..;709;2540;668;2;2;949;6;1410;..;..;509;..;101;300;1703;10;5208;..;..;13105;522;1780;162;230;7305;2773;..;..;107;168;..;961;8627;1438;..;663;..;102;1981;804;600;..;311;2601;17;17966;2992;439;27;658;2607;1229;95;18;116;696;738;..;..;8;3006;139529;..;..;290;206;1666;39225;3125;..;14724;..;..;..;..;131;4058;48;17;245;..;59;3753;191;6894;1228;4464;3292;3607;..;1417;164231;115;4520;342;2088;494;..;9;1129;117;953;1831;11;380;170;16;1405;4391;436;27;361;2;329;341;..;..;855;648;..;940;..;8;381;128;..;81535;39;81;11;..;1417;132872;..;234;56;1021;2577;..;..;1291;10;3808;..;45;1;133;1010;3098;42871;32919;..;..;698;908;..;26252;12749;3329;..;..;..;..;..;..;19;9;42;1407;2225;17;651;184;..;4043;762;..;780;796;..;45008;623;336;405;247;..;4404;2084;1800;62;3274;3140;..;2289;..;..;..;3945;39354;13;..;..;240;2999;..;24915;209;11277;..;78;1492;..;393;1161;..;53;119;128
2010;2010178;France;7196481;..;..;4401;6189;1322603;1;908;19679;9;56;11968;17642;10;7718;11610;3801;42;149;4618;71;3143;141648;8;18872;106;80;2909;12886;38;53069;..;45;16295;8081;1725;20608;58559;75139;23794;86;..;15456;6858;..;13314;101734;25174;33867;64227;3;696;83144;9334;4419;..;952;8419;56;70928;5991;6075;5956;3227;3824;28600;1030;361;590;840;8020;3;..;145;3540;..;..;..;18286;1763;7011;215982;6190;65;11916;12;..;..;..;2768;27927;2834;4364;68723;..;542;9756;355;44431;4572;21067;5658;9086;12;8502;339830;479;19762;1334;2388;1616;8;679;667;39404;2580;43600;45;726;2173;26;2419;11915;111307;99;2346;6;69849;453;..;..;16426;40988;..;11630;3;23063;1319;1297;6;856493;1193;436;160;..;1225;40527;..;1810;598;5087;5331;..;..;3763;101;21983;..;472;25;955;10800;14074;103216;659295;48;137;19138;6065;..;83011;59160;5726;1;3;4391;..;27;17;203;207;2301;108968;78304;552;1203;2111;..;4117;2397;3;1741;4789;..;281430;44249;918;2966;22541;19;9301;88072;15492;226;4149;16780;11;21968;..;89;380;359248;274965;195;7;1;537;14681;725;171346;595;49835;1;2252;1020;684;5858;116235;..;450;320;648
2010;2010179;Germany;9812263;99132;1721;80611;14597;18828;..;..;..;..;..;14996;10201;..;11239;208395;15517;..;..;6129;..;20656;28273;..;1733;..;..;4337;161676;..;51692;..;..;85217;1250;566;..;2180;16097;15934;..;..;..;256;..;12897;82817;17892;..;3401;..;1529;3265;169476;11753;..;1498;439737;2419;7060;21013;..;..;8972;6865;18891;1077;..;11840;9484;16835;..;..;..;13179;117963;..;..;422;3575;18514;..;24387;..;173992;..;..;..;..;1693;3423;..;..;1279;..;1165;139766;1457;55250;15889;111268;93073;9201;..;12055;335329;1846;26764;10244;822671;12163;..;..;67694;2908;24847;64346;..;1593;3617;248;40319;16941;1288;..;4967;..;1173;608;..;..;..;..;..;14779;..;..;..;20;..;92677;..;1841;..;..;3174;112693;..;2622;1229;764;21539;..;..;7150;..;40592;..;594;..;4116;15022;45508;1561565;79661;..;..;23592;18766;..;477488;874174;998;..;..;..;..;..;..;..;..;3030;3371;86303;..;2634;2308;..;34672;32149;..;5953;14860;..;81357;37795;..;..;..;..;16172;68197;42959;23449;..;61489;..;11529;..;..;741;33439;1339773;5358;..;..;2097;211279;..;83616;..;111303;..;2759;34199;..;7362;91388;..;2340;747;..
2010;2010180;Liechtenstein;22342;110;528;..;..;..;..;..;..;..;..;19;..;..;..;3615;..;..;..;..;..;..;41;..;..;..;..;..;297;..;143;..;..;10;..;..;..;..;..;..;..;..;..;..;..;..;66;30;..;..;..;..;..;130;..;..;..;54;..;..;15;..;..;64;..;..;..;..;..;2;..;..;..;..;9;115;..;..;..;..;..;1635;..;..;49;..;..;..;..;..;..;..;..;..;..;..;49;2;23;..;..;..;9;..;..;878;..;..;..;..;..;..;..;..;35;..;..;..;..;..;..;..;5;..;..;..;..;..;..;..;..;..;..;..;21;..;..;..;1;..;..;..;..;..;..;..;68;..;..;..;..;..;..;..;6;..;..;..;..;..;..;..;37;47;387;..;..;..;..;..;19;44;..;..;..;..;..;..;..;..;..;..;..;135;..;..;..;..;30;113;..;..;30;..;274;..;..;..;..;..;24;12215;..;..;75;79;..;..;..;..;..;18;585;..;..;..;..;20;..;57;..;124;..;..;..;..;..;..;..;..;..;..
2010;2010181;Luxembourg;248888;58;340;..;299;99;..;..;..;..;..;38;..;..;76;967;..;..;..;31;..;41;19800;..;..;..;..;..;2421;..;298;..;..;877;..;..;1616;..;60;236;..;..;..;..;..;58;1053;24;..;..;..;..;..;413;21;..;63;907;..;96;2535;..;116;35;..;24;..;..;..;526;..;..;..;..;1302;36177;..;..;..;..;..;14190;..;..;1823;..;..;..;..;..;..;..;..;..;..;..;1086;328;193;..;232;..;1626;..;40;20619;..;280;..;..;..;..;..;..;..;489;35;..;..;..;..;598;..;..;..;24;..;..;271;..;..;..;52;..;26;..;..;..;8543;..;245;..;..;..;..;31;4462;..;21;..;..;..;..;..;173;..;..;..;..;..;..;98;190;3149;94683;..;..;47;..;..;1738;390;24;..;..;..;..;..;..;..;..;..;31;5921;..;..;..;..;708;482;..;..;44;..;3997;..;..;..;..;..;2060;532;..;..;344;172;..;..;..;..;..;135;200;..;..;..;..;173;..;6546;..;1095;..;..;..;..;24;111;..;..;..;..
2010;2010182;Monaco;21132;6859;3431;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6399;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4443;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010183;Netherlands;1832510;296;4656;31153;897;3912;..;..;7460;23;27;2844;521;2509;10021;6530;594;54;104;1121;67;198;49330;..;263;29;194;760;757;214;13429;..;561;13412;336;2746;11738;678;1895;9180;4316;..;57;100;..;3050;52904;12975;..;1008;..;625;1093;200;1179;60419;382;407;30;5018;3242;102;72;7792;1798;11824;347;38;1081;525;8626;..;..;61;2554;22101;..;..;87;529;202;120786;13222;31;9137;..;45;..;..;632;2464;230;2342;1245;..;393;8441;428;17366;141028;25486;41043;4543;..;5276;20152;823;5869;891;126;2531;..;1112;42;162;1195;3387;104;2070;697;..;2042;1000;162;281;3480;..;156;298;..;..;335;348;..;2882;..;61;450;..;..;167858;634;698;236;..;1346;..;..;3633;402;303;6310;..;..;2500;427;11251;..;262;134;177;3453;10636;58215;14679;..;56;6426;61;..;11094;35615;1145;..;73;53;..;58;19;..;143;1433;919;51863;85;4539;3138;21578;219;73;..;19863;12910;..;19544;9987;..;4448;187312;76;4088;6373;6964;27;82;12062;..;1183;..;..;524;4332;197219;..;..;..;1175;681;520;47297;1545;24368;..;619;1283;..;3333;12185;..;377;950;1392
2010;2010184;Switzerland;2075182;70101;46735;3926;1709;8169;..;46;5715;..;97;7542;631;..;6699;55388;492;111;262;1799;73;1017;13822;54;482;..;62;2908;48965;63;40405;..;48;5068;549;496;1812;2212;6175;10526;..;..;174;260;..;6596;15662;10168;26;1048;..;796;2569;18522;2773;..;322;12112;426;5846;5111;86;311;9151;4300;5478;632;37;7568;502;4435;..;..;60;4738;129392;..;..;238;616;588;308470;2361;..;7873;..;40;..;..;868;1048;292;116;1573;..;477;14910;352;16237;3110;7965;6416;3105;..;3263;225317;682;6464;585;2044;2904;..;400;426;888;1427;5260;73;376;936;2120;1074;2055;1507;93;2030;56;382;253;..;..;111;2482;..;5621;..;227;590;2380;..;14887;1078;216;282;..;811;26692;..;1607;519;170;2981;..;..;2081;75;3788;..;388;222;868;8289;11417;22466;175197;..;60;3084;1017;..;12636;16367;926;..;..;51;..;..;..;..;49;846;1994;143493;201;290;1588;..;10612;3333;..;4201;6498;..;53499;35858;157;954;92;90;8681;..;3144;140;50039;17011;..;1588;..;..;290;9491;71894;82;..;..;676;6269;371;40895;756;32631;..;1452;631;..;3395;10255;..;394;312;914
2010;2010186;Caribbean;1353589;30179;56119;..;114;298;..;..;102;1523;7459;3551;..;4185;361;594;..;1176;20;..;4571;..;940;406;..;129;8;280;5;13;1033;3973;..;228;..;3;3;115;22;11603;3189;25;128;3;15;2481;6801;24667;..;..;8;1617;..;..;22861;7497;..;218;..;..;57;..;19937;93757;1653;74;1782;..;..;15;89;..;..;..;36;102704;3205;..;..;..;..;5372;96;..;144;91;10108;7548;..;1333;..;..;32196;372838;..;2469;92;..;5895;294;39;26;298;..;116;7059;30701;1062;92;10;53;..;..;..;..;..;1171;..;..;..;..;..;..;..;..;35;..;..;24;..;9838;..;..;..;5729;..;..;..;..;2901;32;..;..;..;..;..;17154;..;90;1397;28;761;..;..;65;..;194;..;1697;..;24;4171;4240;178;1646;13441;..;642;11;783;206;2617;..;92;11418;11423;61;14356;..;..;..;17;..;69;..;..;..;1704;..;..;..;..;193;..;16618;36;18;..;4064;11;97;2257;729;..;25;69;..;..;..;..;12119;..;61;..;1465;..;11;730;..;19476;15;264037;2973;716;..;..;19629;65;11;..;10;33
2010;2010187;Anguilla;5103;171;1176;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;54;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;610;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;357;..;..;..;..;..;..;..;..;..;..;..;..;..;433;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;266;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;843;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;390;..;424;379;..;..;..;..;..;..;..;..;..
2010;2010188;Antigua and Barbuda;26412;204;168;..;..;..;..;..;..;37;..;..;..;5;7;..;..;2;..;..;284;..;..;13;..;13;..;..;..;..;..;92;..;..;..;..;..;..;..;408;10;..;..;..;..;..;126;..;..;..;..;..;..;..;19;18;..;..;..;..;..;..;4462;1678;..;9;..;..;..;..;85;..;..;..;..;39;5;..;..;..;..;78;29;..;..;..;181;71;..;..;..;..;6086;31;..;7;..;..;74;..;..;..;..;..;..;68;3752;19;..;..;..;..;..;..;..;..;52;..;..;..;..;..;..;..;..;..;..;..;..;..;5;..;..;..;5;..;..;..;..;1070;..;..;..;..;..;..;15;..;11;..;..;38;..;..;..;..;..;..;..;..;..;..;..;..;..;50;..;..;..;..;..;..;..;..;448;636;..;863;..;..;..;..;..;..;..;..;..;22;..;..;..;..;42;..;11;..;..;..;42;..;..;..;229;..;..;..;..;..;..;..;677;..;..;..;6;..;..;..;..;935;..;2469;669;..;..;..;37;..;..;..;..;..
2010;2010189;Aruba;34327;465;1072;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;282;..;..;..;..;..;1071;9279;..;..;..;..;..;..;..;2334;..;..;..;..;..;..;102;4113;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;245;..;..;..;..;..;275;1551;..;..;..;..;314;..;..;..;..;..;..;..;709;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4358;..;..;102;..;..;..;..;..;..;..;..;..;..;..;1078;954;..;156;..;..;..;..;..;..;..;..;..;..;..;..;107;..;..;..;..;..;..;..;..;..;666;..;..;..;..;..;..;..;..;..;..;1271;..;..;..;..;..;..;..;..;..;..;..;..;..;10;..;..;..;..;..;..;..;..;582;..;..;..;..;3231;..;..;..;..;..
2010;2010190;Bahamas;54736;347;583;..;..;..;..;..;..;..;13;102;..;..;77;37;..;..;..;..;220;..;28;41;..;36;..;..;..;13;112;3;..;19;..;..;..;..;..;1446;..;21;..;..;..;32;159;178;..;..;..;50;..;..;370;..;..;..;..;..;15;..;69;269;40;29;67;..;..;15;..;..;..;..;..;132;..;..;..;..;..;267;44;..;84;..;30;..;..;32;..;..;1232;25465;..;40;..;..;552;30;..;..;54;..;..;146;6925;32;..;..;19;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;124;..;..;..;..;..;..;..;..;..;..;..;50;..;22;9;..;148;..;..;11;..;..;..;48;..;..;290;1031;18;15;..;..;..;..;..;94;52;..;..;31;72;..;37;..;..;..;..;..;..;..;..;..;..;..;..;..;..;96;..;102;36;..;..;..;11;27;283;..;..;..;..;..;..;..;..;360;..;..;..;1426;..;11;17;..;1839;..;8919;..;16;..;..;28;..;..;..;..;14
2010;2010191;Barbados;32825;3350;10051;..;..;..;..;..;..;..;185;..;..;..;23;..;..;47;..;..;..;..;..;21;..;27;..;..;..;..;..;..;..;..;..;..;..;..;..;656;..;..;..;..;..;..;41;..;..;..;..;..;..;..;56;..;..;..;..;..;..;..;321;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;371;..;..;..;..;..;6277;32;..;..;..;..;441;..;..;..;..;..;..;..;947;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;104;2073;..;2964;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;45;..;..;..;..;..;..;..;..;..;..;..;1419;..;..;..;..;..;..;..;..;2389;..;985;..;..;..;..;..;..;..;..;..;..
2010;2010192;Virgin Islands, British;17074;1595;1001;..;..;..;..;..;..;..;676;..;..;..;21;..;..;23;..;..;164;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;210;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1098;1526;..;..;..;..;..;..;..;..;..;..;..;21;..;..;..;..;..;52;..;..;..;..;..;..;..;..;..;..;2023;..;..;..;..;..;35;..;..;..;..;..;..;..;1697;..;..;..;..;..;..;..;..;..;21;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;188;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;469;..;..;..;..;..;..;..;..;1214;461;..;1968;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;360;..;..;..;..;..;..;..;..;714;..;1537;..;..;..;..;..;..;..;..;..;..
2010;2010193;Caribbean Netherlands;11445;76;446;..;..;..;..;..;..;25;22;3;..;664;..;..;..;19;..;..;57;..;..;..;..;..;..;..;..;..;..;56;..;..;..;..;..;..;..;77;..;..;..;..;..;..;15;517;..;..;..;..;..;..;40;3617;..;..;..;..;..;..;20;1198;..;..;..;..;..;..;..;..;..;..;..;28;..;..;..;..;..;..;..;..;..;..;..;24;..;..;..;..;145;88;..;..;..;..;8;39;..;..;..;..;..;15;347;26;..;..;..;..;..;..;..;..;57;..;..;..;..;..;..;..;..;..;..;..;..;..;24;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1859;..;3;..;..;..;..;..;2;..;..;..;..;..;..;..;..;..;42;9;..;..;..;..;..;..;..;..;23;..;..;12;..;..;..;..;..;..;..;..;..;452;..;..;..;..;..;..;15;..;..;..;366;..;..;..;..;..;..;..;..;..;..;..;6;..;..;..;..;..;..;..;..;49;..;517;..;..;..;..;422;..;..;..;..;..
2010;2010194;Cayman Islands;24057;51;21;..;..;..;..;..;..;..;..;12;..;..;173;47;..;171;..;..;169;..;12;323;..;32;..;..;..;..;66;..;..;..;..;..;..;..;..;1332;..;..;..;..;15;..;..;385;..;..;..;120;..;..;695;12;..;..;..;..;18;..;..;61;..;..;..;..;..;..;..;..;..;..;10;36;..;..;..;..;..;126;..;..;..;..;16;..;..;..;..;..;308;18;..;1682;..;..;535;..;10;..;213;..;12;85;9467;20;..;..;34;..;..;..;..;..;..;..;..;..;..;..;..;..;..;18;..;..;..;..;..;..;..;..;38;..;..;..;..;..;..;..;..;..;..;..;36;..;53;364;28;10;..;..;..;..;102;..;126;..;..;15;1730;..;..;45;..;..;..;..;..;..;..;..;..;10;..;30;..;..;..;..;..;..;..;..;..;..;..;..;..;..;36;..;28;..;..;..;..;..;..;75;..;..;..;51;..;..;..;..;289;..;..;..;..;..;..;..;..;1969;15;2640;..;..;..;..;34;..;..;..;10;18
2010;2010195;Cuba;14818;234;704;..;114;49;..;..;102;..;..;174;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;60;..;..;..;..;..;139;..;..;..;..;..;63;..;..;..;..;..;184;308;166;..;..;..;..;..;..;..;..;..;190;..;..;..;..;..;125;63;..;..;..;..;..;..;..;..;..;..;154;..;..;..;..;..;353;..;..;..;91;84;..;..;71;..;..;..;969;..;..;72;..;..;..;..;..;..;..;..;231;307;..;..;..;..;..;..;..;..;..;58;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;417;..;..;..;..;..;..;..;..;..;..;..;..;..;..;280;..;..;..;..;..;..;..;..;86;..;..;89;..;99;..;128;..;..;..;..;71;2108;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5024;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;641;..;52;..;556;..;..;..;..;202;..;..;..;..;..
2010;2010196;Curacao;34627;363;156;..;..;..;..;..;..;39;50;20;..;1572;..;..;..;75;..;..;176;..;84;..;..;..;..;..;..;..;..;92;..;..;..;..;..;..;..;83;2148;..;..;..;..;..;450;4414;..;..;..;..;..;..;215;..;..;..;..;..;..;..;99;5259;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;115;..;..;..;..;2;87;..;..;..;..;422;1811;..;..;..;..;587;168;..;..;..;..;..;22;1197;120;..;..;..;..;..;..;..;..;232;..;..;..;..;..;..;..;..;..;..;..;..;..;29;..;..;..;12;..;..;..;..;..;..;..;..;..;..;..;8745;..;..;..;..;..;..;..;..;..;..;..;..;..;..;97;..;..;846;14;..;..;..;..;..;..;..;..;167;..;..;268;..;..;..;..;..;..;..;..;..;460;..;..;..;..;..;..;19;..;..;..;1722;..;..;..;..;..;..;..;..;..;..;..;89;..;..;..;..;..;..;..;..;23;..;304;26;..;..;..;1645;..;..;..;..;..
2010;2010197;Dominica;5765;177;924;..;..;..;..;..;..;16;379;..;..;40;6;..;..;10;..;..;143;..;..;..;..;..;..;..;..;..;..;73;..;..;..;..;..;..;..;158;..;..;..;..;..;..;33;..;..;..;..;..;..;..;10;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;69;20;..;..;..;..;26;..;..;..;..;..;33;..;..;..;..;163;1196;..;..;..;..;24;..;..;..;..;..;..;..;111;..;..;..;..;..;..;..;..;..;29;..;..;..;..;..;..;..;..;..;..;..;..;..;123;..;..;..;..;..;..;..;..;139;..;..;..;..;..;..;9;..;..;..;..;43;..;..;..;..;..;..;..;..;..;..;..;..;..;14;..;..;..;..;..;..;..;..;54;241;..;107;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;16;..;..;..;14;..;..;..;..;..;..;..;262;..;..;..;..;..;..;..;..;543;..;534;..;..;..;..;26;..;..;..;..;..
2010;2010198;Dominican Republic;393720;6018;2006;..;..;..;..;..;..;32;170;1015;..;152;38;197;..;37;20;..;..;..;243;..;..;15;8;162;5;..;611;71;..;70;..;3;3;115;22;1152;..;..;128;3;..;600;1406;3416;..;..;8;291;..;..;3639;..;..;28;..;..;24;..;14;..;551;..;253;..;..;..;..;..;..;..;26;1936;..;..;..;..;..;1574;..;..;60;..;..;53;..;406;..;..;22;311969;..;402;20;..;90;..;29;26;31;..;58;3595;126;327;..;10;..;..;..;..;..;..;142;..;..;..;..;..;..;..;..;17;..;..;24;..;31;..;..;..;1419;..;..;..;..;..;32;..;..;..;..;..;562;..;..;277;..;24;..;..;52;..;75;..;717;..;24;1353;48;42;101;5763;..;535;11;..;41;457;..;92;130;..;61;..;..;..;..;17;..;69;..;..;..;..;..;..;..;..;10;..;6691;..;18;..;26;..;70;990;24;..;25;..;..;..;..;..;22;..;29;..;33;..;..;72;..;457;..;24457;78;173;..;..;5132;..;11;..;..;..
2010;2010199;Grenada;6980;1479;730;..;..;..;..;..;..;..;38;..;..;..;..;..;..;30;..;..;176;..;..;..;..;..;..;..;..;..;..;14;..;..;..;..;..;..;..;225;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;74;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;337;..;..;..;..;..;..;..;..;..;..;..;..;..;114;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15;162;..;373;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2170;..;..;..;..;..;..;..;..;..;..;..;696;..;..;..;337;..;..;..;..;..
2010;2010200;Guadeloupe;94942;1031;4254;..;..;150;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;446;..;..;..;..;..;..;..;61;..;..;..;..;..;..;..;..;478;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4215;913;..;..;..;..;..;..;..;..;..;..;..;53722;1148;..;..;..;..;303;..;..;..;..;..;..;..;..;..;..;181;14731;..;..;..;..;193;..;..;..;..;..;..;348;..;..;..;..;..;..;..;..;..;..;245;..;..;..;..;..;..;..;..;..;..;..;..;..;9104;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;772;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;450;..;..;..;..;383;..;..;..;..;..;398;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;36;..;..;215;285;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;402;..;478;..;..;..;..;..;..;..;..;..;..
2010;2010201;Haiti;35104;750;1750;..;..;..;..;..;..;..;..;856;..;..;..;313;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1156;..;..;..;..;..;613;640;1523;..;..;..;504;..;..;2213;..;..;..;..;..;..;..;..;4426;..;..;..;..;..;..;..;..;..;..;..;818;..;..;..;..;..;1648;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2257;..;408;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;563;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;646;..;..;..;2843;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2384;..;..;..;..;..;..;694;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2956;..;527;..;..;4616;..;..;..;..;..
