Year;Sort;Destination;Total;Other North;Other South;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Virgin Islands, British;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cape Verde;Cambodia;Cameroon;Canada;Caribbean Netherlands;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo (Brazzaville);Cook Islands;Costa Rica;Ivory Coast;Croatia;Cuba;Curacao;Cyprus;Czech Republic;North Korea;Congo (Kinshasa);Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See (Vatican City State);Honduras;Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia;Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;South Korea;Moldova;Reunion;Romania;Russia;Rwanda;Saint Helena, Ascension and Tristan da Cunha;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;Palestinian Territories;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Macedonia;Thailand;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;United States;Virgin Islands, British;Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;Wallis and Futuna;Yemen;Zambia;Zimbabwe
2010;2010231;Guyana;13126;228;520;..;..;..;..;..;..;..;16;..;..;..;..;..;..;13;..;..;229;..;..;..;..;..;..;..;..;..;1821;..;..;..;..;..;..;..;..;341;..;..;..;..;..;..;980;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;37;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;165;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;252;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;187;..;314;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3920;..;..;..;..;..;..;..;..;..;..;..;751;..;..;..;..;..;..;..;..;490;..;1071;..;..;..;..;1791;..;..;..;..;..
2010;2010232;Paraguay;160299;1270;2613;..;..;..;..;..;..;..;..;58456;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1034;..;..;75523;..;..;..;..;..;..;..;..;2337;..;..;..;..;..;2161;800;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;630;..;..;..;..;..;1700;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;898;..;2032;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1645;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;894;..;..;..;2610;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;905;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;179;..;1615;..;2997;..;..;..;..;..;..;..;..
2010;2010233;Peru;84066;817;402;..;..;18;..;..;14;..;..;10503;..;..;546;183;..;..;..;..;..;..;569;..;..;..;..;5293;..;..;4495;..;..;63;..;..;..;..;..;1132;..;..;..;..;..;6644;3780;5492;..;..;..;312;..;85;838;..;..;84;81;..;225;..;..;168;3691;19;100;..;..;16;..;..;..;..;66;2136;32;..;..;..;..;2707;..;..;55;..;..;..;..;151;..;..;..;46;..;153;60;14;191;40;54;18;196;..;469;3095;..;3102;37;..;..;..;..;..;..;..;65;..;..;..;..;..;14;..;..;41;..;..;20;..;..;..;..;..;1380;..;..;..;..;..;36;..;..;..;..;..;628;..;87;149;..;..;..;..;98;..;67;..;319;..;505;..;298;184;120;127;..;616;..;..;170;582;..;..;..;..;..;21;..;..;..;31;..;..;..;..;..;..;..;27;..;..;108;..;4695;..;..;..;..;..;261;722;..;..;..;20;..;..;..;..;..;..;49;..;..;..;..;223;..;1534;..;9115;..;567;..;..;2995;..;..;..;..;..
2010;2010234;Suriname;39713;4886;11521;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4626;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4526;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11264;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2890;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010235;Uruguay;76263;4433;1474;..;..;..;..;..;..;..;..;26767;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11972;..;..;..;..;..;..;..;..;303;..;..;..;..;..;1247;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;456;..;..;..;..;..;1340;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7091;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;516;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;995;88;..;1130;542;..;..;..;..;..;591;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15709;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;440;..;604;..;..;..;..;565;..;..;..;..;..
2010;2010236;Venezuela;1331488;29;147;..;18;89;..;..;178;..;..;9430;32;458;140;802;..;..;..;..;23;..;385;19;..;..;..;1888;22;..;5623;..;..;134;..;..;..;..;..;1071;967;..;..;..;..;14945;12713;918949;..;..;..;1107;..;387;10813;..;15;354;44;..;136;..;2;14254;34373;196;967;..;27;49;33;..;..;..;68;3652;28;..;..;..;12;4050;31;..;723;..;174;..;..;418;..;..;8410;1810;..;290;969;..;244;56;97;74;58;..;482;49467;98;369;209;..;..;..;67;..;..;132;7131;..;..;130;..;139;..;..;..;32;..;..;..;..;40;..;..;..;3585;..;..;..;257;..;995;50;..;..;..;..;654;..;17;1969;..;99;..;..;85;..;13;..;876;..;215;43607;152;860;53028;432;..;262;..;..;825;636;..;..;..;10;..;114;..;..;..;1494;13;783;..;..;17;..;22;97;..;..;69;..;73179;..;454;..;48;..;116;642;14754;..;..;66;..;..;..;..;2724;13;123;..;..;..;..;199;..;1722;..;10721;..;4645;..;..;..;11;..;..;..;15
2010;2010238;Bermuda;18884;355;672;..;..;..;..;..;..;..;..;..;..;..;68;32;..;..;..;..;..;..;23;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2272;..;..;..;..;..;..;346;..;..;..;..;..;..;..;30;..;..;..;..;..;36;..;..;21;..;..;..;..;..;..;..;..;..;..;..;144;..;..;..;..;..;246;124;..;105;..;..;..;..;..;..;..;101;1658;..;..;..;..;522;..;..;..;101;..;74;72;601;665;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;37;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;185;..;..;..;..;37;..;..;..;..;..;406;33;1600;..;..;..;..;..;26;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;258;..;129;..;..;..;..;..;..;124;..;..;..;..;..;..;..;..;67;..;143;..;82;..;..;..;..;4008;..;3481;..;..;..;..;..;..;..;..;..;..
2010;2010239;Canada;6761226;5950;3966;40945;13610;51080;..;..;2565;75;2400;18870;3495;535;18970;17095;2930;1525;1995;45325;15460;10435;19720;1705;3210;2280;2210;4605;35885;355;22920;95;3945;17555;1010;6225;175;23755;8105;..;..;240;235;750;..;25195;611990;60555;175;1655;..;8190;5570;80030;13340;..;3780;20390;340;18445;14720;1330;3045;8450;13635;49935;43655;55;7750;4090;24535;..;..;24290;9695;90445;70;115;830;490;1655;152345;21260;285;66475;..;10325;430;..;15285;3795;85;87945;80100;..;5805;38985;630;517890;13520;120685;49520;28035;..;22845;240825;126035;25805;9400;9360;24515;..;12860;1740;14305;6125;81105;90;2125;4705;..;5335;420;3335;610;22365;..;1435;7435;..;490;485;13160;..;69695;..;150;1035;1525;590;56280;1125;8080;680;..;8345;98510;85;10065;8945;625;27625;..;..;4390;1385;136865;..;2445;410;7110;26715;454340;152285;138520;380;1650;112400;12195;265;82595;73025;4920;..;2085;4290;285;11495;110;..;..;13515;4985;39030;905;2395;11000;..;13145;8305;..;22255;40555;..;9060;132130;7395;13755;865;280;6800;18750;22085;1060;9610;13360;..;2390;..;90;67205;10985;25275;425;65;..;11750;65450;14355;537040;19465;263470;45;6600;4795;..;16005;165125;..;1700;3220;9060
2010;2010240;Greenland;6226;127;85;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;17;..;..;..;..;..;11;..;..;..;..;..;..;8;..;..;..;..;..;..;..;..;..;..;..;..;..;5083;..;..;..;..;..;..;..;..;..;..;260;..;..;12;13;..;..;..;..;..;76;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;98;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;73;..;..;..;..;..;..;..;52;28;..;..;..;..;..;..;11;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;93;..;..;..;..;129;..;..;..;..;..;..;..;..;..;..;..;..;..;19;..;31;..;..;..;..;..;..;..;..;..;..
2010;2010241;Saint Pierre and Miquelon;1017;..;20;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;187;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;745;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;65;..;..;..;..;..;..;..;..;..;..
2010;2010242;United States;44183643;11824;2099990;59330;72085;14633;..;..;10411;..;26899;182404;72388;5598;74689;56016;17468;30286;..;159527;55503;56276;34862;48974;..;8516;..;81051;120693;..;352957;..;..;62258;..;..;33752;159212;30195;868967;..;..;..;..;..;95695;1922950;658465;..;..;..;90687;21516;46167;1055229;..;16244;76438;..;19833;31422;..;35534;843720;435209;137193;1192423;..;24569;10425;152798;..;..;40945;19499;160300;..;..;..;17293;21577;660214;116035;..;150879;..;32759;..;..;817495;15184;..;264928;570290;..;491834;82289;5057;1784284;95254;348249;122517;134587;..;141567;404664;675237;366522;64674;13341;89826;..;23921;4868;205051;26202;124883;..;73547;7213;..;37759;2820;..;..;62621;..;..;8016;6063;..;..;..;..;12168662;6803;..;..;..;5732;60357;..;66988;..;..;48579;94442;..;29914;254081;..;216209;..;..;27602;..;302798;..;107540;..;31296;428629;1843117;487297;198400;1710665;..;1127266;31694;..;169928;405679;..;..;16226;19852;..;22007;15779;..;..;34736;31599;27554;..;34590;28863;..;..;6363;..;120575;83406;..;90296;42299;31222;41940;14573;..;48320;42090;61003;3821;23970;223435;..;..;..;16576;240394;8511;102159;1835;..;..;34638;325001;9880;720428;33600;..;..;51776;29911;..;180905;1236000;..;35748;17662;45037
2010;2010244;Australia/New Zealand;6830423;9996;90818;33194;2930;1380;260;..;530;..;20;15100;1200;40;63086;21490;480;260;1340;31053;430;1850;6530;30;60;540;1720;890;39750;1140;19278;10;3060;3600;10;1880;10;38013;260;53890;..;60;..;40;..;30194;455919;13210;..;1070;20508;390;470;70402;780;110;21370;14744;320;2480;12076;100;10;130;1950;43183;11000;..;3090;2250;10036;20;120;109823;9520;31299;..;490;10;90;520;138264;4200;480;122510;..;120;..;60;420;660;10;620;70;..;210;24170;700;385593;75956;39449;57635;79047;850;10710;206471;1110;50282;5270;1220;16981;1778;4310;350;11140;5580;89680;130;2930;2410;20;3090;240;240;1000;145485;420;40;48680;20;20;..;27010;..;3450;10;30;700;1880;..;1810;890;24785;1130;650;28257;109512;1470;517810;830;..;4690;5307;..;4370;1250;33158;..;210;1309;450;9620;210682;60923;18470;140;690;111978;1040;230;18977;25840;590;30;30;50;..;20;71396;..;..;13885;390;36875;2960;3350;58712;..;6000;8400;1940;7682;204444;..;14910;105006;3070;25460;100;350;11333;17137;9330;110;51490;58612;10600;300;2025;31700;1690;590;39830;60;..;1494;2890;17643;5230;1438147;3810;105124;..;10650;1280;1300;3360;209372;..;630;7574;41890
2010;2010245;Australia;5882980;290;61480;30880;2930;1380;260;..;530;..;20;13770;1200;40;..;20170;480;260;1340;29590;430;1850;6530;30;60;540;1720;890;39750;1140;16550;10;3060;3600;10;1880;10;31750;260;44540;..;60;..;40;..;28270;371590;12420;..;1070;6640;390;470;68500;780;110;21370;13640;320;2480;10620;100;10;130;1950;41870;11000;..;3090;2250;8990;20;120;64000;9520;28140;..;490;10;90;520;126300;4200;480;122510;..;120;..;60;420;660;10;620;70;..;210;22850;700;329520;71160;36490;51860;70990;850;10710;204700;1110;40290;5270;1220;15390;610;4310;350;11140;5580;89680;130;2930;2410;20;3090;240;240;1000;129910;420;40;48680;20;20;..;27010;..;3450;10;30;700;1880;..;1810;890;23270;1130;650;27240;88480;1470;517810;830;..;4690;770;..;4370;1250;30600;..;210;..;450;9620;183780;58940;18470;140;690;84160;1040;230;16710;20770;590;30;30;50;..;20;20450;..;..;12600;390;36320;2960;3350;53560;..;6000;8400;1940;6210;155930;..;14910;96490;3070;25460;100;350;10060;14080;9330;110;51490;51600;10600;300;560;10070;1690;590;39830;60;..;160;2890;16380;5230;1187150;3810;85330;..;10650;1280;1300;3360;203800;..;630;6200;33720
2010;2010246;New Zealand;947443;9706;29338;2314;..;..;..;..;..;..;..;1330;..;..;63086;1320;..;..;..;1463;..;..;..;..;..;..;..;..;..;..;2728;..;..;..;..;..;..;6263;..;9350;..;..;..;..;..;1924;84329;790;..;..;13868;..;..;1902;..;..;..;1104;..;..;1456;..;..;..;..;1313;..;..;..;..;1046;..;..;45823;..;3159;..;..;..;..;..;11964;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1320;..;56073;4796;2959;5775;8057;..;..;1771;..;9992;..;..;1591;1168;..;..;..;..;..;..;..;..;..;..;..;..;..;15575;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1515;..;..;1017;21032;..;..;..;..;..;4537;..;..;..;2558;..;..;1309;..;..;26902;1983;..;..;..;27818;..;..;2267;5070;..;..;..;..;..;..;50946;..;..;1285;..;555;..;..;5152;..;..;..;..;1472;48514;..;..;8516;..;..;..;..;1273;3057;..;..;..;7012;..;..;1465;21630;..;..;..;..;..;1334;..;1263;..;250997;..;19794;..;..;..;..;..;5572;..;..;1374;8170
2010;2010247;Melanesia;105684;2532;7468;..;..;763;..;..;..;..;..;..;..;..;12135;..;..;..;..;1326;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;718;..;232;..;..;..;..;..;..;1310;..;..;..;32;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;409;..;36627;..;355;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1409;9513;..;..;42;..;..;344;..;286;..;..;..;1036;..;..;768;..;..;..;..;..;..;..;..;..;..;194;..;..;..;..;..;..;..;..;..;..;..;..;..;..;714;..;..;..;..;..;..;278;2866;..;..;..;..;..;..;..;1771;..;..;666;..;..;1568;..;..;..;..;98;..;..;..;26;..;..;..;..;..;..;287;..;..;..;..;..;..;..;51;..;..;..;1014;..;..;..;140;78;..;..;..;..;..;..;..;..;..;..;..;..;..;1349;..;814;..;..;..;399;..;..;..;2074;28;752;..;..;..;5046;..;753;7413;..;..;..
2010;2010248;Fiji;13351;206;1518;..;..;..;..;..;..;..;..;..;..;..;1832;..;..;..;..;1326;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;898;..;..;..;32;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1255;..;..;..;..;..;..;..;..;..;..;..;..;753;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;588;..;..;..;..;..;..;..;1771;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;287;..;..;..;..;..;..;..;..;..;..;..;683;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1293;..;..;..;..;..;399;..;..;..;331;..;..;..;..;..;179;..;..;..;..;..;..
2010;2010249;New Caledonia;61158;1851;3892;..;..;763;..;..;..;..;..;..;..;..;337;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;718;..;..;..;..;..;..;..;..;114;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;36117;..;355;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1221;..;..;..;..;..;344;..;..;..;..;..;..;..;..;768;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;714;..;..;..;..;..;..;..;146;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;140;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;814;..;..;..;..;..;..;..;..;..;..;..;..;..;4698;..;753;7413;..;..;..
2010;2010250;Papua New Guinea;25424;186;935;..;..;..;..;..;..;..;..;..;..;..;9056;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;232;..;..;..;..;..;..;87;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;83;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;154;8218;..;..;42;..;..;..;..;255;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;78;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1754;..;..;..;..;..;..;..;..;..;..;..;..;..;1439;..;..;..;..;64;..;..;..;26;..;..;..;..;..;..;..;..;..;..;..;..;..;..;51;..;..;..;218;..;..;..;..;78;..;..;..;..;..;..;..;..;..;..;..;..;..;27;..;..;..;..;..;..;..;..;..;1594;28;721;..;..;..;98;..;..;..;..;..;..
2010;2010251;Solomon Islands;2760;58;554;..;..;..;..;..;..;..;..;..;..;..;298;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;211;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;110;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;74;..;..;..;..;..;..;..;31;..;..;..;283;..;..;..;..;..;..;..;..;..;..;..;..;..;116;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;36;79;..;..;..;..;..;..;..;..;..;..;603;..;..;129;..;..;..;..;34;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;42;..;31;..;..;..;71;..;..;..;..;..;..
2010;2010252;Vanuatu;2991;231;569;..;..;..;..;..;..;..;..;..;..;..;612;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;216;..;510;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;242;299;..;..;..;..;..;..;..;..;..;..;63;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;113;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;29;..;..;..;..;..;..;..;..;..;107;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010253;Micronesia;115948;1876;4579;..;..;..;21;..;..;..;..;..;..;..;232;..;..;..;..;413;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6226;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;765;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1111;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2886;..;..;..;1147;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;378;..;..;..;..;..;12463;..;..;..;..;..;..;..;..;1446;140;..;..;78;..;..;..;..;2542;..;..;..;2352;..;..;..;..;45316;..;..;4933;..;4415;..;..;..;..;..;..;..;..;..;..;22;..;..;..;..;..;..;..;..;..;..;..;29;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15;..;..;..;..;..;524;..;..;..;9;..;21661;..;..;..;..;..;351;..;..;..;..
2010;2010254;Guam;75416;813;1653;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2133;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2082;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;232;..;..;..;..;..;10545;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2197;..;..;..;1437;..;..;..;..;29028;..;..;3915;..;2687;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;18343;..;..;..;..;..;351;..;..;..;..
2010;2010255;Kiribati;2868;276;185;..;..;..;..;..;..;..;..;..;..;..;81;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;489;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1446;..;..;..;54;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;288;..;..;..;9;..;40;..;..;..;..;..;..;..;..;..;..
2010;2010256;Marshall Islands;3089;78;262;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;296;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;111;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;259;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;228;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;509;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1346;..;..;..;..;..;..;..;..;..;..
